1962年威爾特張伯倫單場100分是對哪支球隊？ | 尼克 | 湖人 | 賽爾提克 | 活塞 | 0
哪位球員以生涯長期穩定並成為球隊象徵（如 20 年以上）？ | Dirk Nowitzki | Kobe Bryant | Tim Duncan | All of the above | 3
NBA 歷史上唯一一支以「白色隊服」奪冠的球隊？ | Miami Heat | Boston Celtics | Los Angeles Lakers | Philadelphia 76ers | 0
哪支球隊在 NBA 歷史上搬遷最多次？ | Los Angeles Lakers | New Orleans Pelicans | Golden State Warriors | Brooklyn Nets | 3
NBA 單季單隊失誤最多紀錄保持球隊？ | Golden State Warriors | Chicago Bulls | Minnesota Timberwolves | Philadelphia 76ers | 0
哪支球隊曾連續 3 年進入總冠軍但未奪冠？ | Phoenix Suns | Atlanta Hawks | Utah Jazz | Portland Trail Blazers | 0
NBA 歷史上單季勝率最低的球隊？ | Philadelphia 76ers | Dallas Mavericks | Los Angeles Clippers | Minnesota Timberwolves | 0
哪支球隊擁有最多球衣退役紀錄？ | Boston Celtics | Los Angeles Lakers | Chicago Bulls | San Antonio Spurs | 0
NBA 歷史上第一場季後賽比賽是哪兩隊對戰？ | Philadelphia Warriors vs Syracuse Nationals | Boston Celtics vs New York Knicks | Minneapolis Lakers vs Rochester Royals | Chicago Stags vs St. Louis Bombers | 0
哪個術語表示球隊防守時採取全面包夾對方控球後衛？ | Double Team | Zone Defense | Press | Trap | 0
NBA 歷史上第一支奪冠的西區球隊？ | Minneapolis Lakers | Los Angeles Lakers | Golden State Warriors | St. Louis Hawks | 0
哪支球隊曾經從附加賽一路殺進總冠軍？ | Cleveland Cavaliers | Toronto Raptors | Boston Celtics | Miami Heat | 0
NBA 歷史上季後賽單隊單場三分最多紀錄保持者？ | Houston Rockets | Golden State Warriors | Toronto Raptors | Boston Celtics | 0
NBA 常規賽單場最高得分紀錄球隊？ | Detroit Pistons | Denver Nuggets | Chicago Bulls | Golden State Warriors | 1
哪支球隊的「三分雨」戰術最早聞名？ | Houston Rockets | Golden State Warriors | Cleveland Cavaliers | San Antonio Spurs | 0
NBA 歷史上總冠軍連霸最長紀錄？ | Boston Celtics | Los Angeles Lakers | Chicago Bulls | Golden State Warriors | 0
哪支球隊曾經打出單季最多三分命中？ | Houston Rockets | Golden State Warriors | Los Angeles Lakers | Dallas Mavericks | 0
NBA 歷史上最快完成七戰系列賽勝利的球隊？ | Los Angeles Lakers | Chicago Bulls | Miami Heat | Golden State Warriors | 0
哪個術語表示球隊採用區域聯防？ | Zone Defense | Man-to-Man | Press | Trap | 0
NBA 歷史上最長單季客場連敗紀錄？ | Minnesota Timberwolves | Philadelphia 76ers | Los Angeles Clippers | New York Knicks | 0
哪支球隊主場位於奧克拉荷馬城？ | Oklahoma City Thunder | Dallas Mavericks | Houston Rockets | San Antonio Spurs | 0
NBA 歷史上單季助攻效率最高球隊？ | Phoenix Suns | Golden State Warriors | Los Angeles Lakers | Boston Celtics | 0
哪支球隊曾三次在總冠軍賽落後 3-1翻盤成功？ | Cleveland Cavaliers | Golden State Warriors | Miami Heat | Boston Celtics | 0
NBA 歷史上單季場均失分最低球隊？ | Detroit Pistons | San Antonio Spurs | Chicago Bulls | Boston Celtics | 0
哪支球隊曾創下單季最多勝場數？ | Golden State Warriors | Chicago Bulls | San Antonio Spurs | Miami Heat | 0
NBA 歷史上單季得分效率最高球隊？ | Golden State Warriors | Houston Rockets | Los Angeles Lakers | Boston Celtics | 0
哪個術語表示球隊在進攻時利用擋拆配合？ | Pick and Roll | Isolation | Fast Break | Triangle Offense | 0
NBA 單季犯規最少的球隊？ | San Antonio Spurs | Golden State Warriors | Miami Heat | Boston Celtics | 0
哪支球隊曾以「Bad Boys」聞名？ | Detroit Pistons | Chicago Bulls | New York Knicks | Indiana Pacers | 0
NBA 歷史上連續進入季後賽最多紀錄球隊？ | San Antonio Spurs | Boston Celtics | Los Angeles Lakers | Philadelphia 76ers | 0
哪支球隊主場是 Smoothie King Center？ | New Orleans Pelicans | Atlanta Hawks | Miami Heat | Orlando Magic | 0
NBA 歷史上單季最少勝場紀錄球隊？ | Philadelphia 76ers | Charlotte Hornets | Minnesota Timberwolves | Los Angeles Clippers | 0
哪支球隊主場在芝加哥？ | Chicago Bulls | Chicago Bears | Chicago Cubs | Chicago Blackhawks | 0
NBA 單季最高三分出手紀錄球隊？ | Houston Rockets | Golden State Warriors | Dallas Mavericks | Miami Heat | 0
哪個術語表示球隊進攻快速傳導並爭取快攻？ | Fast Break | Pick and Roll | Isolation | Triangle Offense | 0
NBA 單季防守效率最高球隊？ | Boston Celtics | San Antonio Spurs | Miami Heat | Chicago Bulls | 0
哪支球隊主場在波特蘭？ | Portland Trail Blazers | Seattle Supersonics | Sacramento Kings | Denver Nuggets | 0
NBA 單季罰球命中率最高球隊？ | Phoenix Suns | Golden State Warriors | Los Angeles Lakers | Boston Celtics | 0
NBA 歷史上單季單隊最多抄截紀錄？ | Phoenix Suns | Chicago Bulls | Los Angeles Lakers | Boston Celtics | 0
哪支球隊主場在鳳凰城？ | Phoenix Suns | Phoenix Coyotes | Phoenix Cardinals | Phoenix Mercury | 0
NBA 歷史上單季單隊最多阻攻紀錄？ | Orlando Magic | San Antonio Spurs | Miami Heat | Chicago Bulls | 0
哪支球隊曾三度搬遷並改名？ | New Orleans Pelicans | Los Angeles Lakers | Golden State Warriors | Brooklyn Nets | 0
NBA 歷史上最快打破單季勝場紀錄的球隊？ | Golden State Warriors | Chicago Bulls | San Antonio Spurs | Miami Heat | 0
哪支球隊主場在邁阿密？ | Miami Heat | Orlando Magic | Atlanta Hawks | Brooklyn Nets | 0
NBA 單季最多助攻球隊？ | Phoenix Suns | Golden State Warriors | Boston Celtics | Los Angeles Lakers | 0
NBA 單季單隊最少失誤紀錄球隊？ | San Antonio Spurs | Boston Celtics | Miami Heat | Golden State Warriors | 0
哪個術語表示球隊採取全場壓迫防守？ | Press | Zone Defense | Man-to-Man | Trap | 0
NBA 歷史上總冠軍數量最多的東區球隊？ | Boston Celtics | Philadelphia 76ers | Detroit Pistons | Chicago Bulls | 0
哪支球隊主場在紐奧良？ | New Orleans Pelicans | New Orleans Hornets | Atlanta Hawks | Charlotte Hornets | 0
NBA 歷史上單季三分命中率最高球隊？ | Golden State Warriors | Houston Rockets | Cleveland Cavaliers | Miami Heat | 0
哪個術語表示球隊輪替上場球員？ | Substitution | Timeout | Rotation | Reserve | 0
NBA 單季單隊最多籃板紀錄保持球隊？ | Detroit Pistons | Boston Celtics | Philadelphia 76ers | San Antonio Spurs | 0
哪位球員是 NBA 歷史上單季得分王（場均得分）紀錄保持者？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | James Harden | 0
NBA 歷史上唯一一位單季平均三雙球員？ | Oscar Robertson | Russell Westbrook | Magic Johnson | LeBron James | 0
哪位球員是 NBA 歷史上總助攻王？ | John Stockton | Steve Nash | Magic Johnson | Chris Paul | 0
哪位球員曾以 100 分單場著稱？ | Wilt Chamberlain | Kobe Bryant | Michael Jordan | Elgin Baylor | 0
哪位球員是 NBA 歷史上生涯總籃板王？ | Wilt Chamberlain | Bill Russell | Kareem Abdul-Jabbar | Dennis Rodman | 0
哪位球員在單季季後賽平均得分最高紀錄保持者？ | Michael Jordan | Elgin Baylor | LeBron James | Wilt Chamberlain | 0
哪位球員是 NBA 歷史上單季三分球命中最多紀錄保持者？ | Stephen Curry | Klay Thompson | Ray Allen | James Harden | 0
哪位球員是 NBA 歷史上單季阻攻紀錄保持者？ | Mark Eaton | Hakeem Olajuwon | Dikembe Mutombo | Shawn Bradley | 0
哪位球員曾連續 10 年入選全明星？ | Kobe Bryant | LeBron James | Tim Duncan | Karl Malone | 0
NBA 歷史上唯一一位同季得分、籃板、助攻均場均超過 25 的球員？ | LeBron James | Michael Jordan | Wilt Chamberlain | Oscar Robertson | 0
哪位球員被稱為「石佛」？ | Tim Duncan | Hakeem Olajuwon | David Robinson | Kevin Garnett | 0
哪位球員是 NBA 歷史上總得分王？ | Kareem Abdul-Jabbar | LeBron James | Karl Malone | Michael Jordan | 0
哪位球員以「飛人」著稱？ | Michael Jordan | Vince Carter | LeBron James | Kobe Bryant | 0
哪位球員在單場比賽中抓下最多籃板？ | Wilt Chamberlain | Bill Russell | Dennis Rodman | Moses Malone | 0
哪位球員曾連續 5 年獲得 MVP？ | Bill Russell | Michael Jordan | LeBron James | Kareem Abdul-Jabbar | 0
哪位球員是 NBA 歷史上生涯總蓋帽王？ | Hakeem Olajuwon | Dikembe Mutombo | Mark Eaton | Kareem Abdul-Jabbar | 0
哪位球員曾在季後賽連續 8 場得分 40+？ | Michael Jordan | Kobe Bryant | LeBron James | Elgin Baylor | 0
哪位球員是 NBA 歷史上最快達到 30,000 分的球員？ | LeBron James | Kareem Abdul-Jabbar | Kobe Bryant | Karl Malone | 0
哪位球員是 NBA 歷史上單季得分效率最高球員？ | Michael Jordan | LeBron James | Kevin Durant | Stephen Curry | 0
哪位球員被稱為「黑曼巴」？ | Kobe Bryant | Michael Jordan | LeBron James | Tim Duncan | 0
哪位球員曾單季三分命中率最高？ | Kyle Korver | Stephen Curry | Klay Thompson | Steve Nash | 0
哪位球員是 NBA 歷史上單季助攻紀錄保持者？ | John Stockton | Magic Johnson | Chris Paul | Rajon Rondo | 0
哪位球員曾以 81 分單場著稱？ | Kobe Bryant | Wilt Chamberlain | Michael Jordan | David Thompson | 0
哪位球員被稱為「魔術師」？ | Magic Johnson | Steve Nash | LeBron James | Jason Kidd | 0
哪位球員是 NBA 歷史上單季抄截王？ | Alvin Robertson | Michael Jordan | Scottie Pippen | Chris Paul | 0
哪位球員是 NBA 歷史上單季罰球命中率最高？ | Stephen Curry | Steve Nash | Dirk Nowitzki | Mark Price | 0
哪位球員是 NBA 歷史上生涯總助攻最多？ | John Stockton | Steve Nash | Chris Paul | Magic Johnson | 0
哪位球員以「大鬍子」綽號著稱？ | James Harden | LeBron James | Anthony Davis | Shaquille O'Neal | 0
哪位球員是 NBA 歷史上單季籃板最多？ | Wilt Chamberlain | Bill Russell | Dennis Rodman | Moses Malone | 0
哪位球員是 NBA 歷史上單季失誤最多紀錄？ | John Drew | Russell Westbrook | Michael Jordan | James Harden | 0
哪位球員在季後賽中曾連續 7 場三分命中 5+ 球？ | Stephen Curry | Klay Thompson | Ray Allen | Reggie Miller | 0
哪位球員是 NBA 歷史上單季平均上場時間最高？ | Wilt Chamberlain | Michael Jordan | Kareem Abdul-Jabbar | Bill Russell | 0
哪位球員在單場比賽中助攻最多？ | Scott Skiles | John Stockton | Magic Johnson | Chris Paul | 0
哪位球員是 NBA 歷史上單季場均蓋帽最多？ | Mark Eaton | Hakeem Olajuwon | Manute Bol | David Robinson | 0
哪位球員曾連續 20 年入選全明星？ | LeBron James | Kareem Abdul-Jabbar | Kobe Bryant | Dirk Nowitzki | 0
哪位球員是 NBA 歷史上最快達到 20,000 分的球員？ | LeBron James | Kobe Bryant | Michael Jordan | Karl Malone | 0
哪位球員曾單季投中最多 3 分球？ | Stephen Curry | Klay Thompson | James Harden | Damian Lillard | 0
哪位球員是 NBA 歷史上單季效率值最高（PER）？ | Wilt Chamberlain | Michael Jordan | LeBron James | Nikola Jokić | 0
哪位球員是 NBA 歷史上單季最年輕 MVP？ | Derrick Rose | LeBron James | Giannis Antetokounmpo | Magic Johnson | 0
哪位球員是 NBA 歷史上單季最高得分效率（TS%）？ | Stephen Curry | Kevin Durant | Nikola Jokić | LeBron James | 0
哪位球員曾在季後賽單場抓下最多籃板？ | Bill Russell | Wilt Chamberlain | Dennis Rodman | Moses Malone | 0
哪位球員在單場比賽中得分、助攻、籃板均超過 30？ | Wilt Chamberlain | Russell Westbrook | LeBron James | Michael Jordan | 0
哪位球員是 NBA 歷史上單季平均得分最高？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | Elgin Baylor | 0
哪位球員曾連續 3 場季後賽得分超過 50？ | Michael Jordan | Wilt Chamberlain | Kobe Bryant | LeBron James | 0
哪位球員是 NBA 歷史上生涯單場三分命中最多？ | Klay Thompson | Stephen Curry | Ray Allen | James Harden | 0
哪位球員是 NBA 歷史上總冠軍數量最多球員？ | Bill Russell | Sam Jones | John Havlicek | Kareem Abdul-Jabbar | 0
哪位球員是 NBA 歷史上單季單隊得分王？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | James Harden | 0
哪位球員以超高罰球命中率著稱並效力爵士？ | Steve Nash | Mark Price | Dirk Nowitzki | Chris Paul | 0
哪位球員在單季中最多比賽拿下三雙？ | Russell Westbrook | Oscar Robertson | Magic Johnson | Jason Kidd | 0
哪位球員是 NBA 歷史上單季最年輕得分王？ | Kevin Durant | LeBron James | Kobe Bryant | Tracy McGrady | 0
哪位球員是 NBA 歷史上生涯三分命中最多？ | Ray Allen | Stephen Curry | Reggie Miller | Kyle Korver | 0
NBA 比賽每節結束前 2 分鐘進入「黃金時間」通常會發生什麼策略？ | 延長防守壓力 | 休息輪換 | 快速進攻 | 無特別策略 | 0
NBA 正規賽中每隊最多能叫多少次官方暫停？ | 7 次 | 5 次 | 10 次 | 3 次 | 0
哪個戰術術語表示「球員拉開空間等待單打或傳球」？ | Isolation | Pick and roll | Fast break | Zone defense | 0
在 NBA 規則中，球隊達到犯規上限後，對方可獲得什麼？ | 罰球 | 球權 | 遠距離投籃 | 進攻重新開始 | 0
哪個術語表示「防守球員被封阻但球仍落入籃框」？ | Block | Rebound | Charge | Violation | 0
NBA 的 24 秒進攻時鐘最早是在哪一年引入？ | 1954 | 1960 | 1949 | 1970 | 0
哪種防守策略通常使用人盯人但允許換防？ | Switch defense | Zone defense | Full court press | Trap | 0
什麼情況下比賽會判「技術犯規」？ | 非體育行為 | 違反三秒區 | 過失失誤 | 走步 | 0
哪種進攻策略通常先以快速傳導球尋找空檔投籃？ | Fast break | Isolation | Pick and roll | Post-up | 0
「Pick and roll」中設置擋拆的球員通常做什麼動作？ | 滾向籃框 | 遠投三分 | 傳球出界 | 防守換防 | 0
NBA 規則中「三秒區違例」是針對誰？ | 進攻球員 | 防守球員 | 替補球員 | 教練 | 0
哪種情況下球隊進攻時可能被判「Carry / Palming」？ | 手掌過度托球 | 快速突破 | 單打隔人 | 擋拆完成 | 0
NBA 比賽中，如果球碰到天花板球權如何判定？ | 對方球權 | 本隊球權 | 重新跳球 | 罰球 | 0
哪種防守策略使用多名球員包夾持球者？ | Double team | Zone defense | Full court press | Isolation | 0
NBA 歷史上最高單場總得分的比賽總分是多少？ | 370 分 | 330 分 | 300 分 | 360 分 | 0
「Backdoor cut」通常發生在哪種進攻戰術中？ | 快速反擊 | 人盯人 | 擋拆 | Zone offense | 0
NBA 規則中「跳球」通常發生在？ | 開場、爭球 | 罰球 | 違例 | 暫停後 | 0
哪個統計數據反映球員搶到的進攻籃板次數？ | Offensive rebound | Defensive rebound | Block | Steal | 0
哪種策略通常在比賽末段用以延緩時間？ | Run the clock | Fast break | Isolation | Press | 0
NBA 比賽每隊最多能使用多少名替補球員登記？ | 12 | 10 | 15 | 18 | 0
哪種情況下球隊可獲得「And-1」？ | 投籃命中同時被犯規 | 投籃不中 | 走步 | Carry / Palming | 0
「Zone defense」的主要目的？ | 控制區域防守 | 人盯人 | 快速反擊 | 擋拆 | 0
什麼是 NBA 比賽中「清空切入（Clear path）」犯規？ | 防守球員阻擋快攻 | 擋拆犯規 | 走步 | Carry / Palming | 0
NBA 進攻犯規與防守犯規的差異？ | 進攻球員違規 | 防守球員違規 | 教練違規 | 球員替換違規 | 0
什麼是「Hack-a-Shaq」策略？ | 故意犯規投籃不佳球員 | 快速突破 | 擋拆 | Zone defense | 0
NBA 季後賽加時制如何判定勝負？ | 每節 5 分鐘加時 | 3 分鐘加時 | 10 分鐘加時 | 1 分鐘加時 | 0
哪種犯規會直接導致對方罰球兩次？ | 個人犯規累積 | 技術犯規 | 阻擋犯規 | 違例 | 0
NBA 統計「PER」代表什麼？ | 球員效率值 | 投籃命中率 | 罰球命中率 | 得分 | 0
什麼是「Double clutch」動作？ | 空中變換投籃動作 | 過人運球 | 擋拆後投籃 | 走步 | 0
NBA 規則中，球隊在最後兩分鐘可使用哪些策略？ | Time-out, Advance ball | 擋拆 | Zone defense | 技術犯規 | 0
哪個戰術常用於利用內線球員拉出空間讓外線出手？ | High pick-and-roll | Isolation | Post-up | Fast break | 0
NBA 規則中，球隊犯規達到 5 次後，會進入哪種狀態？ | Bonus | Over-time | Timeout | Technical | 0
「Hack-a-Player」策略主要針對哪種球員？ | 罰球命中率低球員 | 三分高手 | 防守悍將 | 控球後衛 | 0
哪種情況下球員會被判「進攻三秒」？ | 在禁區停留超過 3 秒 | 走步 | Carry / Palming | 擋拆 | 0
NBA 節奏戰術中，「Fast break」的主要目標？ | 快速得分 | 擋拆 | Zone defense | Pick and roll | 0
什麼是「Iso play」？ | 單打球員對一名防守者 | 擋拆 | 快速反擊 | Zone defense | 0
NBA 統計「TS%」代表什麼？ | 真實命中率 | 投籃命中率 | 罰球命中率 | 助攻率 | 0
「Box-and-one」防守策略是？ | 一名球員單盯一個強攻者，其他四人區域防守 | 人盯人 | 全場壓迫 | Zone defense | 0
哪種進攻策略最依賴內線低位球員的單打？ | Post-up | Fast break | Isolation | Pick and roll | 0
NBA 規則中，進攻球員抓到籃板後多久必須出手或傳球？ | 5 秒 | 3 秒 | 8 秒 | 10 秒 | 0
哪種犯規會被判「Technical foul」？ | 非體育行為 | 擋拆 | Carry / Palming | 違例 | 0
NBA 比賽中，「Overtime」每節幾分鐘？ | 5 分鐘 | 3 分鐘 | 4 分鐘 | 2 分鐘 | 0
哪位球員以穿著奇特襪子出名並被球迷模仿？ | Russell Westbrook | Dennis Rodman | Stephen Curry | LeBron James | 0
哪位球員在場外喜歡打高爾夫球？ | Kevin Durant | LeBron James | Dirk Nowitzki | James Harden | 0
哪位球員在社群媒體上最活躍，經常與球迷互動？ | Stephen Curry | Michael Jordan | Giannis Antetokounmpo | Shaquille O'Neal | 0
哪位球員曾經拍過嘻哈音樂錄影帶？ | Shaquille O'Neal | Kobe Bryant | Chris Paul | Allen Iverson | 0
哪位球員以收藏名錶聞名？ | LeBron James | Kevin Durant | Damian Lillard | Kyrie Irving | 0
哪位球員曾在退役後成為 NBA 球評？ | Charles Barkley | Michael Jordan | Kobe Bryant | Tim Duncan | 0
哪位球員在比賽前習慣喝特定品牌的運動飲料？ | LeBron James | Stephen Curry | James Harden | Kawhi Leonard | 0
哪位球員在場上戴護膝是為了舊傷保護？ | Derrick Rose | Kobe Bryant | Chris Paul | Giannis Antetokounmpo | 0
哪位球員有時在比賽中戴頭巾或髮帶？ | LeBron James | Allen Iverson | Russell Westbrook | Steph Curry | 0
哪位球員被稱為「球場上的時尚先生」？ | Russell Westbrook | James Harden | Chris Paul | Kevin Durant | 0
哪位球員曾在大學時期主修商業管理？ | LeBron James | Kevin Durant | Anthony Davis | Kyrie Irving | 0
哪位球員愛好收藏球鞋並有私人展示室？ | Michael Jordan | Kobe Bryant | LeBron James | Stephen Curry | 0
哪位球員以經常改變髮型聞名？ | Dennis Rodman | Russell Westbrook | Chris Paul | James Harden | 0
哪位球員曾經出演過電影或電視劇？ | Shaquille O'Neal | LeBron James | Michael Jordan | Kobe Bryant | 0
哪位球員在社群媒體上以幽默影片出名？ | Stephen Curry | Shaquille O'Neal | Chris Paul | Russell Westbrook | 0
哪位球員喜歡在比賽後分享個人訓練影片？ | LeBron James | Kevin Durant | Giannis Antetokounmpo | Anthony Davis | 0
哪位球員曾經在場上用超大號鞋子比賽？ | Shaquille O'Neal | Dwight Howard | Ben Wallace | Joel Embiid | 0
哪位球員喜歡穿自家品牌的運動鞋？ | LeBron James | Stephen Curry | Kevin Durant | Kyrie Irving | 0
哪位球員在比賽中曾戴口罩出場？ | Kobe Bryant | Michael Jordan | LeBron James | Steph Curry | 0
哪位球員在比賽間隙喜歡喝咖啡或能量飲料？ | Chris Paul | Russell Westbrook | James Harden | Damian Lillard | 0
哪位球員被球迷稱為「球場上的攝影師」因喜歡自拍？ | Stephen Curry | LeBron James | Giannis Antetokounmpo | James Harden | 0
哪位球員在季後賽期間有特別的幸運儀式？ | Michael Jordan | Kobe Bryant | LeBron James | Tim Duncan | 0
哪位球員以喜歡穿鮮豔球鞋聞名？ | Russell Westbrook | James Harden | Chris Paul | Kevin Durant | 0
哪位球員曾在比賽間隙吃零食補充能量？ | Shaquille O'Neal | LeBron James | Stephen Curry | Kobe Bryant | 0
哪位球員喜歡在賽前聽嘻哈音樂作為熱身？ | Allen Iverson | Russell Westbrook | James Harden | Kyrie Irving | 0
哪位球員被拍到場外做慈善活動最頻繁？ | LeBron James | Kevin Durant | Stephen Curry | Chris Paul | 0
哪位球員在比賽中戴手套或護腕是為了個人習慣？ | Kobe Bryant | Allen Iverson | James Harden | Russell Westbrook | 0
哪位球員以喜歡帶帽子或頭飾聞名？ | Russell Westbrook | LeBron James | Kevin Durant | Stephen Curry | 0
哪位球員有時會在比賽中做舞步慶祝進球？ | James Harden | Russell Westbrook | LeBron James | Chris Paul | 0
哪位球員被球迷戲稱「社群媒體高手」？ | Stephen Curry | LeBron James | Shaquille O'Neal | Russell Westbrook | 0
哪位球員曾在退役後成為電視節目主持人？ | Shaquille O'Neal | Michael Jordan | Kobe Bryant | Charles Barkley | 0
哪位球員喜歡穿亮色球衣或特別配色鞋子？ | Russell Westbrook | James Harden | Stephen Curry | Kevin Durant | 0
哪位球員在季前訓練營中以搞笑行為出名？ | Shaquille O'Neal | LeBron James | Russell Westbrook | Chris Paul | 0
哪位球員喜歡在比賽間隙與隊友搞笑互動？ | Stephen Curry | James Harden | LeBron James | Russell Westbrook | 0
哪位球員在比賽中戴護肘是為了保護舊傷？ | LeBron James | Kobe Bryant | Chris Paul | Anthony Davis | 0
哪位球員被拍到場外穿西裝打籃球？ | Russell Westbrook | James Harden | LeBron James | Stephen Curry | 0
哪位球員曾經參與音樂製作或錄音？ | Shaquille O'Neal | Allen Iverson | Kobe Bryant | Michael Jordan | 0
哪位球員以穿復古球鞋或限量鞋款出場聞名？ | Stephen Curry | LeBron James | Russell Westbrook | Kevin Durant | 0
哪位球員在場外喜歡玩電玩或直播遊戲？ | LeBron James | Stephen Curry | Kevin Durant | Giannis Antetokounmpo | 0
哪位球員在比賽前有固定冥想或心理準備習慣？ | Kobe Bryant | LeBron James | Michael Jordan | Tim Duncan | 0
哪位球員被拍到在比賽前穿奇特外套或服裝？ | Russell Westbrook | James Harden | Stephen Curry | LeBron James | 0
哪位球員在社群媒體分享最多家庭生活照片？ | LeBron James | Stephen Curry | Kevin Durant | Giannis Antetokounmpo | 0
哪位球員喜歡收集球衣或簽名紀念品？ | Michael Jordan | Kobe Bryant | LeBron James | Shaquille O'Neal | 0
哪位球員在比賽中喜歡戴特殊護具？ | Derrick Rose | Kobe Bryant | LeBron James | Chris Paul | 0
哪位球員曾在球隊休息室舉辦派對？ | Shaquille O'Neal | Russell Westbrook | LeBron James | Stephen Curry | 0
哪位球員以幽默感與隊友互動出名？ | Stephen Curry | LeBron James | James Harden | Russell Westbrook | 0
哪位球員喜歡在比賽前看電影或聽音樂放鬆？ | LeBron James | Kobe Bryant | Stephen Curry | Kevin Durant | 0
哪位球員曾被拍到賽後直接進行訓練而不休息？ | Russell Westbrook | LeBron James | James Harden | Stephen Curry | 0
哪位球員在季後賽期間最講究賽前餐點？ | Kobe Bryant | LeBron James | Stephen Curry | Kevin Durant | 0
哪位球員以收藏名車聞名？ | LeBron James | James Harden | Russell Westbrook | Stephen Curry | 0
哪位球員在比賽中戴頭帶或髮帶是為了個人習慣？ | Allen Iverson | Russell Westbrook | James Harden | Kyrie Irving | 0
哪位球員曾在比賽中用手勢或舞步慶祝得分？ | James Harden | Russell Westbrook | LeBron James | Chris Paul | 0
哪位球員被稱為「場外娛樂王」因經常搞笑？ | Shaquille O'Neal | Stephen Curry | LeBron James | Russell Westbrook | 0
哪位球員是 1970 年代底特律活塞的「Bad Boys」核心成員？ | Dennis Rodman | Isiah Thomas | Joe Dumars | Bill Laimbeer | 3
哪位球員在單季季後賽場均得分超過 40 並仍未奪冠？ | Charles Barkley | Michael Jordan | Jerry West | Elgin Baylor | 3
NBA 歷史上唯一單場拿下三雙但得分不到 10 的球員？ | Fat Lever | Magic Johnson | Russell Westbrook | Jason Kidd | 0
哪位球員曾同時效力熱火與湖人並奪得總冠軍？ | Shaquille O'Neal | LeBron James | Dwyane Wade | Chris Bosh | 0
歷史上最年輕的 MVP 得主？ | Derrick Rose | LeBron James | Kevin Durant | Luka Dončić | 0
哪位球員在總決賽單場搶斷紀錄保持者？ | Scottie Pippen | Michael Jordan | Gary Payton | Hakeem Olajuwon | 0
NBA 歷史單季被封阻次數最高球員？ | Mark Eaton | Hakeem Olajuwon | Dikembe Mutombo | Manute Bol | 3
哪支球隊曾在總決賽 0-3 落後最終逆轉勝？ | Miami Heat | Golden State Warriors | Cleveland Cavaliers | Boston Celtics | 2
哪位球員是唯一單季命中率超過 70% 並場均得分超過 20？ | Mitchell Robinson | DeAndre Jordan | Wilt Chamberlain | Shaquille O'Neal | 2
NBA 歷史上最年輕的全明星球員？ | Luka Dončić | LeBron James | Andrew Bynum | Yao Ming | 1
哪位球員曾單場投進 12 顆三分球？ | Klay Thompson | Stephen Curry | Damian Lillard | Ray Allen | 0
哪位球員在單季季後賽連續得分 30+ 最長？ | LeBron James | Michael Jordan | Kobe Bryant | Wilt Chamberlain | 1
NBA 歷史上單場最長上場時間球員？ | Dale Ellis | Andre Miller | Paul Pierce | Karl Malone | 0
哪位球員曾在單場比賽拿下至少 50 分且 20 籃板？ | Wilt Chamberlain | Elgin Baylor | Karl Malone | Shaquille O'Neal | 0
哪位球員是唯一單季季後賽場均 30+ 分且 10+ 籃板？ | LeBron James | Kevin Durant | Hakeem Olajuwon | Kareem Abdul-Jabbar | 0
哪支球隊曾在總決賽 0-3 落後逆轉勝？ | Cleveland Cavaliers | Golden State Warriors | Miami Heat | Boston Celtics | 0
哪位球員曾效力活塞並單場搶下 30+ 分和 20+ 籃板？ | Dennis Rodman | Joe Dumars | Isiah Thomas | Ben Wallace | 3
哪位球員是唯一單季季後賽場均三雙球員？ | LeBron James | Magic Johnson | Russell Westbrook | Oscar Robertson | 2
NBA 歷史上單場得分最多的三雙？ | James Harden | Luka Dončić | Russell Westbrook | LeBron James | 2
哪位球員單季投進最多步行三分？ | Stephen Curry | Klay Thompson | Ray Allen | Damian Lillard | 0
哪支球隊曾在季後賽不敗過整個分區決賽？ | San Antonio Spurs | Los Angeles Lakers | Boston Celtics | Golden State Warriors | 3
哪位球員是唯一單季場均 2.5 次封阻且得分 25+？ | Hakeem Olajuwon | David Robinson | Shaquille O'Neal | Tim Duncan | 0
哪位球員曾同時入選 NBA 最佳陣容與防守陣容第一隊？ | Scottie Pippen | Michael Jordan | LeBron James | Kawhi Leonard | 3
哪支球隊在 1980s 有「Showtime」風格？ | Los Angeles Lakers | Boston Celtics | Philadelphia 76ers | Detroit Pistons | 0
哪位球員單場命中率 100% 且投進 10 顆以上？ | Wilt Chamberlain | Shaquille O'Neal | DeAndre Jordan | Rudy Gobert | 0
哪位球員單季命中率達 72% 並超過 20 分？ | Shaquille O'Neal | DeAndre Jordan | Mitchell Robinson | Wilt Chamberlain | 3
哪支球隊是 2000s 的三連冠球隊？ | Los Angeles Lakers | San Antonio Spurs | Miami Heat | Boston Celtics | 0
哪位球員曾效力爵士且單季場均助攻 10+？ | John Stockton | Deron Williams | Jeff Hornacek | Karl Malone | 0
哪位球員是唯一單季季後賽場均得分超過 40 且籃板超過 15？ | Michael Jordan | Elgin Baylor | Charles Barkley | LeBron James | 1
哪位球員是唯一單季總助攻超過 1000？ | John Stockton | Magic Johnson | Jason Kidd | Chris Paul | 0
