哪位球員在2016年總決賽帶領騎士逆轉勇士奪冠？ | LeBron James | Kevin Love | Kyrie Irving | JR Smith | 0
哪位球員單季三分命中率最高球員？ | Stephen Curry | Kyle Korver | Klay Thompson | Ray Allen | 0
哪位球員曾在單場季後賽得到至少 60 分？ | Michael Jordan | Kobe Bryant | Wilt Chamberlain | Elgin Baylor | 2
NBA 歷史上單季罰球命中率最高球員？ | Rick Barry | Steve Nash | Stephen Curry | Mark Price | 1
哪位球員曾在一場季後賽得到 50 分以上且助攻超過 15 次？ | Magic Johnson | LeBron James | Russell Westbrook | Oscar Robertson | 1
NBA 歷史上最快達成生涯 20,000 分球員？ | LeBron James | Kobe Bryant | Kevin Durant | Dirk Nowitzki | 0
哪位球員單季最快達成生涯 15,000 分？ | LeBron James | Dirk Nowitzki | Kobe Bryant | Kevin Durant | 1
NBA 歷史上單場搶斷最多紀錄保持者？ | Larry Kenon | Michael Jordan | Chris Paul | Allen Iverson | 0
哪位球員在單場比賽命中最多三分球？ | Klay Thompson | Damian Lillard | Stephen Curry | Ray Allen | 0
哪位球員單季三分命中超過 400 顆？ | Stephen Curry | Klay Thompson | Ray Allen | James Harden | 0
哪位球員在總決賽單場得到最多籃板？ | Bill Russell | Wilt Chamberlain | Moses Malone | Dennis Rodman | 1
哪位球員在單季最快達成生涯 10,000 助攻？ | John Stockton | Magic Johnson | Steve Nash | LeBron James | 0
哪位球員曾在單場季後賽拿下 50 分以上？ | Kobe Bryant | Michael Jordan | Wilt Chamberlain | Elgin Baylor | 0
哪位球員是唯一在單季場均得分超過 35 且助攻超過 10 的球員？ | Russell Westbrook | LeBron James | James Harden | Oscar Robertson | 0
哪位球員單季最快達成生涯 20,000 分助攻雙雙？ | Magic Johnson | Oscar Robertson | LeBron James | Russell Westbrook | 2
哪位球員單季最快達成生涯 15,000 分？ | LeBron James | Dirk Nowitzki | Kobe Bryant | Kevin Durant | 1
哪位球員在季後賽單場助攻最多紀錄？ | Scott Skiles | John Stockton | Magic Johnson | Chris Paul | 0
哪位球員在總決賽單場三雙紀錄最多？ | Magic Johnson | LeBron James | Russell Westbrook | Oscar Robertson | 1
哪位球員曾在單季場均得分、籃板、助攻都超過 20、10、5？ | LeBron James | Oscar Robertson | Wilt Chamberlain | Magic Johnson | 0
NBA 歷史上單場助攻最多紀錄保持者？ | Scott Skiles | John Stockton | Magic Johnson | Chris Paul | 1
哪位球員在單場比賽拿下至少 50 分且搶下 10 個籃板？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | Elgin Baylor | 2
哪位球員是唯一單季場均助攻超過 11 且搶斷超過 3 的球員？ | John Stockton | Magic Johnson | Chris Paul | Russell Westbrook | 0
哪位球員單季最快達成生涯 30,000 分？ | LeBron James | Kobe Bryant | Kareem Abdul-Jabbar | Michael Jordan | 1
哪位球員曾在總決賽單場拿下至少 40 分且搶下 15 個籃板？ | Wilt Chamberlain | Bill Russell | Moses Malone | Dennis Rodman | 0
哪位球員是唯一單季場均得分超過 30 且場均籃板超過 10 的後衛？ | Russell Westbrook | Michael Jordan | James Harden | Allen Iverson | 0
NBA 歷史上單季搶斷最多紀錄保持者？ | Alvin Robertson | Michael Jordan | Chris Paul | Allen Iverson | 0
哪位球員曾在單季投進最多三分球？ | Stephen Curry | Klay Thompson | Ray Allen | James Harden | 0
哪位球員在季後賽單場得分紀錄保持者？ | Michael Jordan | Kobe Bryant | Wilt Chamberlain | Elgin Baylor | 0
哪位球員是唯一單季場均得分、助攻、搶斷均超過 30、10、3 的球員？ | Russell Westbrook | LeBron James | Oscar Robertson | James Harden | 0
NBA 歷史上最快達成生涯 10,000 助攻？ | John Stockton | Magic Johnson | Steve Nash | LeBron James | 0
哪位球員單季最快達成生涯 20,000 分？ | LeBron James | Kobe Bryant | Kevin Durant | Dirk Nowitzki | 0
哪位球員曾在單場季後賽投進最多三分球？ | Klay Thompson | Ray Allen | Damian Lillard | Stephen Curry | 1
NBA 歷史上單場罰球命中數最多紀錄保持者？ | Wilt Chamberlain | Shaquille O'Neal | James Harden | Kobe Bryant | 1
哪位球員單季最快達成生涯 15,000 分？ | LeBron James | Dirk Nowitzki | Kobe Bryant | Kevin Durant | 1
哪位球員曾在單場比賽得到 50 分以上且助攻超過 15 次？ | LeBron James | Russell Westbrook | Magic Johnson | Oscar Robertson | 1
哪位球員單季三分命中率最高且出場超過 60 場？ | Stephen Curry | Kyle Korver | Klay Thompson | Ray Allen | 0
NBA 歷史上單場搶斷最多紀錄保持者？ | Larry Kenon | Michael Jordan | Chris Paul | Allen Iverson | 0
哪位球員曾在單季場均得分超過 35 且助攻超過 10？ | Russell Westbrook | LeBron James | James Harden | Oscar Robertson | 0
哪位球員是唯一在單季得到 50 分且場均助攻超過 8 的球員？ | LeBron James | Michael Jordan | James Harden | Kobe Bryant | 2
哪位球員在季後賽單場助攻最多紀錄？ | Scott Skiles | John Stockton | Magic Johnson | Chris Paul | 3
NBA 歷史上最快達成生涯 30,000 分球員？ | LeBron James | Kobe Bryant | Kareem Abdul-Jabbar | Michael Jordan | 0
哪位球員單季最快達成生涯 10,000 助攻？ | John Stockton | Magic Johnson | Steve Nash | LeBron James | 0
哪位球員在總決賽單場三雙紀錄最多？ | Magic Johnson | LeBron James | Russell Westbrook | Oscar Robertson | 1
哪位球員曾在單場季後賽拿下 50 分以上？ | Kobe Bryant | Michael Jordan | Elgin Baylor | Wilt Chamberlain | 0
哪位球員單季最快達成生涯 20,000 分助攻雙雙？ | Oscar Robertson | Magic Johnson | LeBron James | Russell Westbrook | 2
哪位球員在單季最快達成生涯 15,000 分？ | LeBron James | Dirk Nowitzki | Kobe Bryant | Kevin Durant | 1
哪位球員單季三分命中超過 400 顆？ | Stephen Curry | Klay Thompson | Ray Allen | James Harden | 0
哪位球員曾在單場季後賽得到至少 60 分？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | Elgin Baylor | 2
哪位球員單季最快達成生涯 20,000 分？ | LeBron James | Kobe Bryant | Kevin Durant | Dirk Nowitzki | 0
哪位球員在總決賽單場得到最多籃板？ | Wilt Chamberlain | Bill Russell | Moses Malone | Dennis Rodman | 0
NBA 歷史上單季罰球命中率最高球員？ | Rick Barry | Steve Nash | Stephen Curry | Mark Price | 1
哪位球員曾在單季投進最多三分球？ | Stephen Curry | Klay Thompson | Ray Allen | James Harden | 0
哪位球員單季最快達成生涯 10,000 助攻？ | John Stockton | Steve Nash | Magic Johnson | LeBron James | 0
哪位球員曾在單場季後賽投進最多三分球？ | Klay Thompson | Ray Allen | Damian Lillard | Stephen Curry | 1
哪位球員單季最快達成生涯 15,000 分？ | LeBron James | Dirk Nowitzki | Kobe Bryant | Kevin Durant | 1
哪位球員在季後賽單場助攻最多紀錄？ | Scott Skiles | John Stockton | Magic Johnson | Chris Paul | 0
哪位球員單季最快達成生涯 20,000 分助攻雙雙？ | Oscar Robertson | Magic Johnson | LeBron James | Russell Westbrook | 2
哪位球員曾在單場比賽得到 50 分以上且助攻超過 15 次？ | LeBron James | Russell Westbrook | Magic Johnson | Oscar Robertson | 1
哪位球員單季最快達成生涯 30,000 分？ | LeBron James | Kobe Bryant | Kareem Abdul-Jabbar | Michael Jordan | 1
哪位球員是唯一單季場均得分、助攻、搶斷均超過 30、10、3 的球員？ | Russell Westbrook | LeBron James | Oscar Robertson | James Harden | 0
NBA 歷史上第一支加入聯盟的球隊？ | Boston Celtics | New York Knicks | Chicago Bulls | Philadelphia 76ers | 1
哪支球隊的主場是 TD Garden？ | Boston Celtics | Toronto Raptors | Chicago Bulls | Miami Heat | 0
NBA 季後賽七場系列賽最多勝率的球隊紀錄由誰保持？ | Los Angeles Lakers | Chicago Bulls | Golden State Warriors | San Antonio Spurs | 2
NBA 歷史上最長連勝紀錄的球隊？ | Golden State Warriors | Miami Heat | Los Angeles Lakers | Houston Rockets | 0
NBA 全明星賽最早成立於哪一年？ | 1951 | 1947 | 1960 | 1975 | 1
哪支球隊擁有最多總冠軍數？ | Boston Celtics | Los Angeles Lakers | Chicago Bulls | San Antonio Spurs | 0
NBA 歷史上最快完成總冠軍三連霸的球隊？ | Los Angeles Lakers | Chicago Bulls | Miami Heat | Golden State Warriors | 1
哪支球隊主場在加拿大？ | Toronto Raptors | Vancouver Grizzlies | Montreal Cougars | Ottawa Senators | 0
NBA 常規賽一個賽季通常有多少場比賽？ | 82 | 80 | 78 | 84 | 0
NBA 的球隊分成幾個聯盟？ | 2 | 3 | 4 | 1 | 0
NBA 東西區各有幾個分區？ | 3 | 2 | 4 | 5 | 0
NBA 東西區各有多少支球隊？ | 15 | 16 | 14 | 12 | 0
NBA 歷史上唯一一支不曾進入季後賽的球隊？ | Charlotte Hornets | Minnesota Timberwolves | New Orleans Pelicans | Denver Nuggets | 1
NBA 歷史上季後賽最長加時場次的球隊？ | Boston Celtics | Detroit Pistons | Philadelphia 76ers | Los Angeles Lakers | 2
NBA 的 salary cap 是什麼？ | 工資上限 | 球員年齡上限 | 球隊勝場上限 | 球員出場時間上限 | 0
哪支球隊主場在加州橙縣？ | Los Angeles Clippers | Golden State Warriors | Sacramento Kings | Los Angeles Lakers | 0
NBA 季後賽「七戰四勝制」是從哪一年開始使用？ | 1951 | 1947 | 1967 | 1975 | 0
NBA 歷史上單季勝場最多的球隊？ | Golden State Warriors | Chicago Bulls | San Antonio Spurs | Miami Heat | 0
哪個術語表示球隊防守時包夾特定球員？ | Double Team | Zone Defense | Press | Man-to-Man | 0
NBA 歷史上總冠軍最多的西區球隊？ | Los Angeles Lakers | Golden State Warriors | San Antonio Spurs | Houston Rockets | 0
NBA 全明星賽通常在哪個月舉行？ | 2 月 | 3 月 | 1 月 | 4 月 | 0
NBA 歷史上單季最多連敗紀錄的球隊？ | Philadelphia 76ers | New York Knicks | Los Angeles Clippers | Minnesota Timberwolves | 0
哪支球隊的主場是 FTX Arena？ | Miami Heat | Orlando Magic | Brooklyn Nets | Chicago Bulls | 0
NBA 官方比賽球的品牌？ | Wilson | Spalding | Nike | Rawlings | 0
NBA 歷史上東區總冠軍最多的球隊？ | Boston Celtics | Philadelphia 76ers | Detroit Pistons | Chicago Bulls | 0
NBA 季後賽「關鍵一役」通常稱為什麼？ | Game 7 | Game 5 | Play-in | Elimination Game | 0
NBA 球隊最多可以登記多少名球員？ | 15 | 12 | 13 | 10 | 0
哪支球隊主場在紐約市？ | New York Knicks | Brooklyn Nets | New Jersey Nets | Both A and B | 3
NBA 歷史上季後賽連勝紀錄保持球隊？ | Los Angeles Lakers | Golden State Warriors | Miami Heat | Boston Celtics | 1
NBA 的官方比賽時間為多少分鐘？ | 48 | 40 | 44 | 50 | 0
哪支球隊主場在亞特蘭大？ | Atlanta Hawks | Charlotte Hornets | Miami Heat | Orlando Magic | 0
哪個術語表示球隊快速反擊？ | Fast Break | Pick and Roll | Isolation | Press | 0
NBA 歷史上三分球最多的球隊紀錄？ | Golden State Warriors | Houston Rockets | Cleveland Cavaliers | Miami Heat | 0
NBA 球隊分別使用哪兩種顏色最常見？ | 主色與副色 | 球衣顏色 | 裁判顏色 | 球隊鞋子顏色 | 0
NBA 歷史上唯一一支奪冠後重回附加賽的球隊？ | Cleveland Cavaliers | Miami Heat | Boston Celtics | Chicago Bulls | 1
哪支球隊曾三度更名且搬遷？ | New Orleans Pelicans | Toronto Raptors | Golden State Warriors | Los Angeles Lakers | 0
NBA 的三分線距離籃框多少英尺？ | 23.75 | 22 | 24 | 21.5 | 0
NBA 歷史上單季最高失誤球隊？ | Golden State Warriors | Philadelphia 76ers | New York Knicks | Chicago Bulls | 0
哪個術語表示球隊輪流輪替球員？ | Substitution | Timeout | Rotation | Rotation Pattern | 0
NBA 的球隊徽章通常放在球衣哪個位置？ | 左胸 | 背面 | 右胸 | 褲子 | 0
NBA 全明星賽 MVP 最早由哪個聯盟頒發？ | NBA | ABA | NCAA | FIBA | 0
NBA 球隊最多連續總冠軍紀錄？ | 8 | 7 | 6 | 5 | 0
NBA 季後賽單輪系列賽最多幾場比賽？ | 7 | 5 | 9 | 3 | 0
NBA 歷史上防守效率最高的球隊？ | Boston Celtics | San Antonio Spurs | Chicago Bulls | Miami Heat | 0
NBA 球隊主場平均觀眾最多紀錄？ | Madison Square Garden | Staples Center | United Center | TD Garden | 0
哪支球隊曾三度進入總冠軍但未奪冠？ | Phoenix Suns | Los Angeles Clippers | Denver Nuggets | Atlanta Hawks | 0
NBA 歷史上得分效率最高的球隊？ | Golden State Warriors | Houston Rockets | Los Angeles Lakers | Boston Celtics | 0
NBA 的「禁區」英文稱作什麼？ | Paint | Key | Lane | All of the above | 3
NBA 歷史上最常進入季後賽的球隊？ | Boston Celtics | Los Angeles Lakers | Philadelphia 76ers | San Antonio Spurs | 0
哪支球隊主場在達拉斯？ | Dallas Mavericks | Houston Rockets | San Antonio Spurs | Oklahoma City Thunder | 0
NBA 球隊最常用的進攻戰術？ | Pick and Roll | Isolation | Fast Break | Triangle Offense | 0
NBA 的 All-Star Game 通常在什麼時間舉行？ | 二月 | 十二月 | 七月 | 四月 | 0
哪位球員以「大鬍子」綽號著稱並效力火箭？ | James Harden | Shaquille O'Neal | LeBron James | Kevin Durant | 0
哪支球隊主場在洛杉磯並穿紫金色？ | Los Angeles Lakers | Los Angeles Clippers | Golden State Warriors | Boston Celtics | 0
哪個術語表示「擋拆」配合？ | Pick and roll | Fast break | Isolation | Zone defense | 0
哪位球員以「飛人」綽號著稱？ | Michael Jordan | LeBron James | Kobe Bryant | Tim Duncan | 0
NBA 一支球隊場上同時上場人數為？ | 5 人 | 6 人 | 4 人 | 7 人 | 0
哪位球員以罰球與中距離穩定著稱並效力馬刺？ | Tony Parker | Tim Duncan | Manu Ginobili | Bruce Bowen | 0
哪個術語表示「替補球員」？ | Reserve | Starter | Captain | Coach | 0
哪支球隊主場在底特律？ | Detroit Pistons | Detroit Lions | Detroit Tigers | Detroit Red Wings | 0
哪位球員以「石佛」綽號著名並效力馬刺？ | Tim Duncan | Tony Parker | Manu Ginobili | Kawhi Leonard | 0
NBA 比賽每隊一次進攻最多可用多少秒？ | 24 秒 | 30 秒 | 20 秒 | 35 秒 | 0
哪位球員以三分精準著稱並效力勇士？ | Stephen Curry | Klay Thompson | Draymond Green | Kevin Durant | 0
哪位球員以後仰跳投聞名並效力湖人？ | Kobe Bryant | Kareem Abdul-Jabbar | Shaquille O'Neal | Magic Johnson | 0
哪位球員以「小皇帝」稱號著稱？ | LeBron James | Michael Jordan | Kobe Bryant | Magic Johnson | 0
哪個術語表示「帶球走步犯規」？ | Travel | Double dribble | Carry | Block | 0
哪位球員以傳球視野聞名並長期效力爵士？ | John Stockton | Steve Nash | Magic Johnson | Chris Paul | 0
NBA 常見的犯規標記為哪個英文單字？ | Foul | Assist | Steal | Rebound | 0
哪位球員以跳投與外線穩定著稱並效力勇士？ | Klay Thompson | Dennis Rodman | Shaquille O'Neal | Patrick Ewing | 0
哪位球員以經典拋投與中距離聞名並效力湖人？ | Kobe Bryant | Shaquille O'Neal | Magic Johnson | Kareem Abdul-Jabbar | 0
哪位球員以單場 81 分著名？ | Kobe Bryant | Wilt Chamberlain | Michael Jordan | LeBron James | 0
哪位球員以高空接力（alley-oop）著稱？ | LeBron James | Stephen Curry | Klay Thompson | Shaquille O'Neal | 0
NBA 的官方球隊數量現為多少支？ | 30 支 | 28 支 | 32 支 | 26 支 | 0
哪位球員以防守悍將聞名並效力快艇與馬刺？ | Kawhi Leonard | Tony Parker | Manu Ginobili | Ben Wallace | 0
哪位球員以場均三雙聞名？ | Russell Westbrook | Oscar Robertson | Magic Johnson | Luka Dončić | 0
哪個術語表示球隊叫停？ | Timeout | Substitution | Foul | Travel | 0
哪位球員以外線穩定並效力塞爾提克年代？ | Ray Allen | Larry Bird | Paul Pierce | Kevin Garnett | 0
哪位球員以多功能內線並在近年拿 MVP？ | Nikola Jokić | Joel Embiid | Karl-Anthony Towns | Anthony Davis | 0
哪位球員以快速出手與三分火力著稱並效力勇士？ | Stephen Curry | Shaquille O'Neal | Kevin Garnett | Tim Duncan | 0
哪位球員以穩定三分與冷血關鍵球著稱並為「Splash Brother」之一？ | Klay Thompson | Kevin Durant | Draymond Green | Andre Iguodala | 0
哪位球員以控球與突破著稱並效力熱火（生涯高峰）？ | Dwyane Wade | LeBron James | Stephen Curry | Kevin Durant | 0
哪位球員以身高與勾手著稱並是 NBA 得分王？ | Kareem Abdul-Jabbar | Wilt Chamberlain | Michael Jordan | LeBron James | 0
哪個術語表示「阻擋犯規」？ | Blocking foul | Travel | Carry | Assist | 0
哪位球員以外線與中距離聞名並效力獨行俠？ | Dirk Nowitzki | Luka Dončić | Jason Kidd | Dirk Nowitzki | 0
哪支球隊主場在奧蘭多？ | Orlando Magic | Orlando Pirates | Orlando City SC | Orlando Rays | 0
哪位球員以高效外線並在近年成為聯盟代表射手？ | Stephen Curry | Klay Thompson | Damian Lillard | Kevin Durant | 0
哪位球員以速度與得分著稱並效力雷霆（早期）？ | Russell Westbrook | Kevin Durant | James Harden | Chris Paul | 0
哪位球員以轉身後仰與高球商著稱並效力湖人？ | Kobe Bryant | LeBron James | Magic Johnson | Shaquille O'Neal | 0
哪位球員以持球能力與單打著稱並效力騎士與湖人？ | LeBron James | Michael Jordan | Kobe Bryant | Kevin Durant | 0
哪位球員以傳球與多次助攻聞名並為史上助攻王？ | John Stockton | Jason Kidd | Steve Nash | Chris Paul | 0
哪位球員以關鍵中距離與罰球而著稱並效力湖人？ | Kobe Bryant | LeBron James | Shaquille O'Neal | Magic Johnson | 0
哪位球員以經典拋投與中距離聞名並效力湖人？ | Kobe Bryant | Shaquille O'Neal | Magic Johnson | Kareem Abdul-Jabbar | 0
哪位球員以場上全面性著稱並多次拿 MVP？ | LeBron James | Michael Jordan | Kobe Bryant | Tim Duncan | 0
哪位球員以防守與籃板見長並獲多次 DPOY？ | Dikembe Mutombo | Michael Jordan | Wilt Chamberlain | Shaquille O'Neal | 0
哪位球員以快速突破與多次得分爆發著稱並效力熱火？ | Dwyane Wade | LeBron James | Chris Bosh | Ray Allen | 0
哪位球員以三分投籃聞名並為勇士隊核心？ | Stephen Curry | Shaquille O'Neal | Kevin Garnett | Tim Duncan | 0
哪位球員以籃板與防守技巧著稱並效力公鹿？ | Giannis Antetokounmpo | Brook Lopez | Khris Middleton | Damian Lillard | 0
哪支球隊在 1980s 拿下最多總冠軍？ | Boston Celtics | Detroit Pistons | Los Angeles Lakers | Chicago Bulls | 2
NBA 歷史季後賽單場三分命中最多紀錄保持者是誰？ | Ray Allen | Damian Lillard | Klay Thompson | Stephen Curry | 3
哪位球員曾單季場均三雙？ | Magic Johnson | Oscar Robertson | LeBron James | Russell Westbrook | 3
NBA 歷史助攻率最高的球員是誰？ | Steve Nash | John Stockton | Chris Paul | Jason Kidd | 1
哪支球隊在 2010s 曾達成 73 勝紀錄？ | Cleveland Cavaliers | San Antonio Spurs | Golden State Warriors | Miami Heat | 2
NBA 歷史季後賽單場籃板最多紀錄保持者？ | Dennis Rodman | Moses Malone | Wilt Chamberlain | Bill Russell | 2
哪位球員曾拿過最年輕總冠軍？ | LeBron James | Kobe Bryant | Magic Johnson | Bill Russell | 0
NBA 季後賽「六場五勝制」通常在哪一輪使用？ | 分區決賽 | 首輪 | 次輪 | 總決賽 | 1
哪位球員以「得分怪物」稱號聞名並效力活塞？ | Joe Dumars | Dennis Rodman | Isiah Thomas | Chauncey Billups | 2
NBA 歷史單季三分命中最多紀錄保持者？ | Klay Thompson | Damian Lillard | Stephen Curry | James Harden | 2
哪支球隊擁有最多歷史連續奪冠紀錄？ | Los Angeles Lakers | Boston Celtics | Chicago Bulls | Miami Heat | 1
哪位球員單季場均得分最高紀錄保持者？ | Wilt Chamberlain | Kobe Bryant | James Harden | Michael Jordan | 0
NBA 歷史季後賽單場助攻最高紀錄保持者？ | Chris Paul | John Stockton | Magic Johnson | LeBron James | 1
哪支球隊在 1990s 有「Jordan era」稱號？ | New York Knicks | Detroit Pistons | Indiana Pacers | Chicago Bulls | 3
NBA 歷史單季阻攻最高球員是誰？ | David Robinson | Mark Eaton | Hakeem Olajuwon | Dikembe Mutombo | 1
哪位球員曾連續三季場均得分超過 30 分？ | Michael Jordan | Kobe Bryant | LeBron James | Wilt Chamberlain | 0
NBA 歷史總冠軍最多球隊？ | San Antonio Spurs | Chicago Bulls | Los Angeles Lakers | Boston Celtics | 3
哪位球員效力魔術並以扣籃著稱？ | Tracy McGrady | Vince Carter | Dwight Howard | Shaquille O'Neal | 1
NBA 歷史單場三分出手最多紀錄保持者？ | James Harden | Stephen Curry | Damian Lillard | Klay Thompson | 3
哪支球隊被稱為「Bad Boys」？ | Chicago Bulls | Boston Celtics | Detroit Pistons | Los Angeles Lakers | 2
NBA 歷史單季罰球命中率最高球員是誰？ | Dirk Nowitzki | Stephen Curry | Steve Nash | Mark Price | 3
哪位球員在季後賽擁有最高單場效率值？ | Giannis Antetokounmpo | Kawhi Leonard | LeBron James | Michael Jordan | 2
哪支球隊在 2000s 以「Spurs dynasty」著稱？ | San Antonio Spurs | Boston Celtics | Miami Heat | Los Angeles Lakers | 0
NBA 歷史季後賽連續得分紀錄保持者是誰？ | LeBron James | Michael Jordan | Wilt Chamberlain | Kobe Bryant | 1
哪位球員以後仰跳投聞名並效力達拉斯？ | Dirk Nowitzki | Kristaps Porziņģis | Luka Dončić | Steve Nash | 0
哪支球隊主場在邁阿密？ | Miami Heat | Miami Hurricanes | Miami Marlins | Miami Dolphins | 0
哪位球員效力湖人並有「Showtime」風格？ | Shaquille O'Neal | Magic Johnson | James Worthy | Kareem Abdul-Jabbar | 1
NBA 歷史單場助攻紀錄保持者？ | Steve Nash | Scott Skiles | John Stockton | Chris Paul | 1
哪支球隊主場在奧蘭多？ | Orlando City SC | Orlando Magic | Orlando Rays | Orlando Pirates | 1
哪位球員以「冰人」稱號著名？ | Tim Duncan | George Gervin | Allen Iverson | Michael Jordan | 1
NBA 歷史單場搶斷最多紀錄保持者？ | Alvin Robertson | Mookie Blaylock | Kendall Gill | Larry Kenon | 0
哪位球員以「石佛」稱號著名並效力馬刺？ | Manu Ginobili | Tim Duncan | Tony Parker | David Robinson | 1
哪支球隊曾連續 17 次打進季後賽？ | Chicago Bulls | Boston Celtics | Los Angeles Lakers | San Antonio Spurs | 3
哪位球員曾單季場均籃板超過 27 顆？ | Moses Malone | Bill Russell | Dennis Rodman | Wilt Chamberlain | 3
NBA 歷史單季三雙最多球員？ | LeBron James | Oscar Robertson | Russell Westbrook | Magic Johnson | 2
哪位球員效力爵士並以傳球能力著稱？ | Karl Malone | John Stockton | Deron Williams | Jeff Hornacek | 1
哪位球員以「大鬍子」稱號著名並效力火箭？ | Russell Westbrook | Dwight Howard | James Harden | Chris Paul | 2
哪支球隊在 1990s 擁有「Jordan era」並三次三連冠？ | Detroit Pistons | Indiana Pacers | New York Knicks | Chicago Bulls | 3
哪位球員以運球突破與得分均衡聞名並效力活塞？ | Dennis Rodman | Joe Dumars | Isiah Thomas | Chauncey Billups | 2
NBA 季後賽總冠軍獎盃名稱是？ | Maurice Podoloff Trophy | Larry O'Brien Trophy | Bill Russell Trophy | Kobe Bryant Trophy | 1
哪位球員曾效力熱火並拿下三連冠？ | Dwyane Wade | LeBron James | Chris Bosh | Shaquille O'Neal | 1
哪位球員以速度與爆發力著稱並效力公牛？ | Jimmy Butler | Derrick Rose | Scottie Pippen | Michael Jordan | 1
NBA 歷史單季命中率最高球員？ | Mitchell Robinson | Rudy Gobert | Shaquille O'Neal | DeAndre Jordan | 0
哪支球隊被稱為「Showtime」湖人？ | Chicago Bulls | Los Angeles Lakers | Boston Celtics | San Antonio Spurs | 1
哪位球員效力湖人並稱為「小飛俠」？ | Magic Johnson | Shaquille O'Neal | LeBron James | Kobe Bryant | 3
NBA 季後賽首輪採用哪種賽制？ | 3 戰制 | 5 戰制 | 7 戰制 | 9 戰制 | 2
哪位球員以「駭客」打法著名並防守三分手？ | Dennis Rodman | Ben Wallace | Rasheed Wallace | Dwight Howard | 1
哪位球員曾效力勇士並以三分著稱？ | Klay Thompson | Stephen Curry | Kevin Durant | Draymond Green | 1
NBA 歷史單場得分最高球員？ | Michael Jordan | Kobe Bryant | Wilt Chamberlain | LeBron James | 2
哪支球隊曾連續拿下 11 個分區冠軍？ | San Antonio Spurs | Boston Celtics | Chicago Bulls | Los Angeles Lakers | 0
NBA 季後賽七場四勝制首次出現在哪一輪？ | 首輪 | 分區決賽 | 次輪 | 總決賽 | 3
哪位球員以「冰人」稱號著名？ | George Gervin | Tim Duncan | Allen Iverson | Michael Jordan | 0
哪支球隊主場在底特律？ | Detroit Pistons | Detroit Tigers | Detroit Lions | Detroit Red Wings | 0
NBA 歷史單季助攻王？ | John Stockton | Steve Nash | Chris Paul | Jason Kidd | 0
哪位球員效力湖人並有「Showtime」風格？ | Magic Johnson | Kareem Abdul-Jabbar | James Worthy | Shaquille O'Neal | 0
NBA 歷史季後賽單場籃板紀錄保持者？ | Bill Russell | Dennis Rodman | Moses Malone | Wilt Chamberlain | 3
哪支球隊曾被稱為「Bad Boys」？ | Detroit Pistons | Chicago Bulls | Los Angeles Lakers | Boston Celtics | 0
哪位球員單季場均得分最高紀錄保持者？ | Kobe Bryant | James Harden | Wilt Chamberlain | Michael Jordan | 2
哪位球員單季場均三雙紀錄保持者？ | LeBron James | Magic Johnson | Oscar Robertson | Russell Westbrook | 2
NBA 歷史單季阻攻最高球員？ | Mark Eaton | Dikembe Mutombo | David Robinson | Hakeem Olajuwon | 0
哪支球隊在 1990s 有「Jordan era」稱號？ | Indiana Pacers | Chicago Bulls | Detroit Pistons | New York Knicks | 1
哪位球員效力爵士並以傳球能力著稱？ | John Stockton | Deron Williams | Jeff Hornacek | Karl Malone | 0
NBA 歷史單場助攻紀錄保持者？ | Scott Skiles | John Stockton | Chris Paul | Steve Nash | 0
哪位球員效力熱火並拿下三連冠？ | LeBron James | Dwyane Wade | Chris Bosh | Shaquille O'Neal | 0
哪位球員以「大鬍子」稱號著名並效力火箭？ | Dwight Howard | James Harden | Russell Westbrook | Chris Paul | 1
哪支球隊在 2000s 擁有「Spurs dynasty」？ | Boston Celtics | Miami Heat | Los Angeles Lakers | San Antonio Spurs | 3
NBA 歷史單季三分命中紀錄保持者？ | James Harden | Stephen Curry | Damian Lillard | Klay Thompson | 1
哪位球員曾效力活塞並以運球突破著稱？ | Isiah Thomas | Joe Dumars | Dennis Rodman | Chauncey Billups | 0
哪位球員以「石佛」稱號著名並效力馬刺？ | Tony Parker | Manu Ginobili | Tim Duncan | David Robinson | 2
NBA 歷史季後賽連續得分紀錄保持者？ | LeBron James | Kobe Bryant | Wilt Chamberlain | Michael Jordan | 0
哪位球員以運球突破與得分均衡聞名並效力活塞？ | Dennis Rodman | Joe Dumars | Isiah Thomas | Chauncey Billups | 2
NBA 季後賽總冠軍獎盃名稱？ | Kobe Bryant Trophy | Larry O'Brien Trophy | Bill Russell Trophy | Maurice Podoloff Trophy | 1
哪位球員效力湖人並稱為「小飛俠」？ | Magic Johnson | Kobe Bryant | Shaquille O'Neal | LeBron James | 1
NBA 季後賽首輪採用哪種賽制？ | 7 戰制 | 3 戰制 | 5 戰制 | 9 戰制 | 2
哪位球員以「駭客」打法著名？ | Dwight Howard | Rasheed Wallace | Dennis Rodman | Ben Wallace | 2
哪支球隊被稱為「Showtime」湖人？ | Boston Celtics | Los Angeles Lakers | San Antonio Spurs | Chicago Bulls | 1
哪位球員效力湖人並稱「小飛俠」？ | Kobe Bryant | Magic Johnson | LeBron James | Shaquille O'Neal | 0
NBA 歷史單場搶斷紀錄保持者？ | Alvin Robertson | Kendall Gill | Larry Kenon | Mookie Blaylock | 0
